name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,1,0,4.1,402,Banashankari,Cafe,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",Cafe,500.0,Delivery,Banashankari,1
Gokul Veg,1,0,3.8,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750.0,Delivery,Banashankari,0
Olive - Era,1,0,3.3,511,Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550.0,Delivery,Banashankari,0
Udupi Ruchi,1,0,3.9,57,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,0
Madhappa Hindu Military Hotel,1,0,3.4,14,Banashankari,Quick Bites,,South Indian,300.0,Delivery,Banashankari,0
Gama Gama,1,0,3.9,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200.0,Delivery,Banashankari,0
The Vintage Cafe,1,0,3.0,62,Banashankari,Cafe,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea","Cafe, French, North Indian",400.0,Delivery,Banashankari,0
Pizza Hut,1,0,3.8,693,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750.0,Delivery,Banashankari,0
Mangalore Pearl,1,0,3.8,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650.0,Delivery,Banashankari,0
Asha Sweets Centre,1,0,3.6,27,Basavanagudi,Dessert Parlor,,Fast Food,250.0,Delivery,Banashankari,0
Twiststick House,1,0,4.1,163,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500.0,Delivery,Banashankari,0
Cool Corner,1,0,4.2,191,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250.0,Delivery,Banashankari,0
Pizza Mane,1,0,3.5,32,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150.0,Delivery,Banashankari,0
Dal Tadkaa,1,0,2.5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500.0,Delivery,Banashankari,0
Chutney Chang,1,1,4.1,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",1500.0,Delivery,Banashankari,1
Mystique Palate,1,0,4.1,337,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300.0,Delivery,Banashankari,1
Thamboola,1,0,3.9,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800.0,Delivery,Banashankari,0
Castle Rock,1,0,3.6,172,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700.0,Delivery,Banashankari,0
Vietnamese Kitchen,1,0,3.6,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700.0,Delivery,Banashankari,0
Smacznego,1,0,4.2,504,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550.0,Delivery,Banashankari,1
C Corner,1,0,3.2,36,Kumaraswamy Layout,Quick Bites,,"Fast Food, Street Food",200.0,Delivery,Banashankari,0
Paratha Merchant,1,0,3.1,39,Kumaraswamy Layout,Quick Bites,,North Indian,300.0,Delivery,Banashankari,0
North Rasoe,1,0,3.1,5,Kumaraswamy Layout,Casual Dining,,"North Indian, Chinese, Biryani, Kebab",500.0,Delivery,Banashankari,0
Toscano,1,1,4.3,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",1300.0,Delivery,Banashankari,1
Lord Of The Kitchen,1,0,3.9,56,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",350.0,Delivery,Banashankari,0
Stoned Monkey,1,0,4.3,860,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500.0,Delivery,Banashankari,1
Central Jail Restaurant,1,0,3.8,412,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari,0
Bella,1,1,3.9,142,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari,0
Vennela Andhra Meals,1,0,3.0,23,Jayanagar,Quick Bites,,Andhra,400.0,Delivery,Banashankari,0
New Prashanth Hotel,1,0,3.6,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari,0
The Grillo,1,1,2.8,80,Jayanagar,Casual Dining,,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari,0
Re Malnad Nati Style Hotel,1,0,3.6,16,JP Nagar,Casual Dining,,South Indian,400.0,Delivery,Banashankari,0
Karma Kaapi,1,0,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250.0,Delivery,Banashankari,0
Tiwari's,1,0,3.8,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200.0,Delivery,Banashankari,0
Pizza Stop,1,0,3.8,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600.0,Delivery,Banashankari,0
Biggies Burger 'n' More,1,0,3.6,58,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650.0,Delivery,Banashankari,0
Srinathji's Cafe,0,0,3.8,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550.0,Delivery,Banashankari,0
Kollapuri's,0,0,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450.0,Delivery,Banashankari,0
Kadamba Classic,0,0,3.6,16,Mysore Road,Quick Bites,,South Indian,300.0,Delivery,Banashankari,0
RS Shiv Sagar,0,0,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari,0
Kholi Mane,0,0,3.6,46,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari,0
Harshi Super Sandwich,0,0,3.8,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150.0,Delivery,Banashankari,0
Cake Yard,0,0,3.4,30,Basavanagudi,Dessert Parlor,,Desserts,250.0,Delivery,Banashankari,0
Rosewood International Hotel - Bar & Restaurant,0,0,3.6,8,Mysore Road,Casual Dining,,"North Indian, South Indian, Andhra, Chinese",800.0,Delivery,Banashankari,0
Sri Udupi Veg,0,0,3.3,4,Jayanagar,Quick Bites,,South Indian,250.0,Delivery,Banashankari,0
Cake Art,0,0,3.5,15,Basavanagudi,"Bakery, Quick Bites",,Bakery,400.0,Delivery,Banashankari,0
Potato House,1,0,3.4,9,Uttarahalli,Quick Bites,,Street Food,200.0,Delivery,Banashankari,0
Matru Sagar,1,0,3.7,31,Mysore Road,Quick Bites,,"South Indian, North Indian",300.0,Delivery,Banashankari,0
Ugadi,1,0,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari,0
Sri Krishna Sweets,1,0,3.7,22,Basavanagudi,Sweet Shop,,"Mithai, Desserts",250.0,Delivery,Banashankari,0
In Time Cane Juice,1,0,3.5,10,Kumaraswamy Layout,Beverage Shop,,"Juices, Beverages",100.0,Delivery,Banashankari,0
Subway,1,0,3.7,136,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600.0,Delivery,Banashankari,0
Daal Roti,1,0,2.9,35,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",250.0,Delivery,Banashankari,0
The Lassi Park,1,0,4.1,185,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200.0,Delivery,Banashankari,0
Cafe Coffee Day,1,0,3.2,17,Jayanagar,Cafe,,"Cafe, Fast Food",900.0,Delivery,Banashankari,0
A2B - Adyar Ananda Bhavan,1,0,3.8,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari,0
Srikrishna Bhavan,1,0,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,0
Timepass Dinner,1,0,3.8,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600.0,Delivery,Banashankari,0
Green Gardenia,1,0,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700.0,Delivery,Banashankari,0
J Spice,1,0,3.8,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750.0,Delivery,Banashankari,0
Karavali Family Restaurant,1,0,3.5,90,Jayanagar,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari,0
Karavali Lunch Home,1,0,3.7,51,Kumaraswamy Layout,Quick Bites,,"South Indian, Mangalorean",350.0,Delivery,Banashankari,0
Hatti Kaapi,1,0,4.0,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200.0,Delivery,Banashankari,0
Kolkata Kathi Roll's,1,0,3.6,18,Banashankari,Quick Bites,,"Fast Food, Rolls",250.0,Delivery,Banashankari,0
Upahara Darshini,1,0,3.9,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari,0
The Chaat Shop,1,0,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200.0,Delivery,Banashankari,0
Anda Ka Funda,1,0,3.4,89,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari,0
Shri Vinayaka Ice N Juice,1,0,3.2,11,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150.0,Delivery,Banashankari,0
My Tea House,1,0,3.6,62,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600.0,Delivery,Banashankari,0
Ibaco,1,0,3.9,33,Jayanagar,Dessert Parlor,,Desserts,300.0,Delivery,Banashankari,0
Jalaram Sweets,1,0,3.8,32,Jayanagar,Sweet Shop,,"Desserts, Mithai",250.0,Delivery,Banashankari,0
Samskruti - Sanman Gardenia,1,0,4.1,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550.0,Delivery,Banashankari,0
Bendakaluru Bytes,1,0,3.2,154,Vijay Nagar,Quick Bites,,Fast Food,300.0,Delivery,Banashankari,0
Cocoa Bakes,1,0,3.6,14,Banashankari,Bakery,,"Bakery, Desserts",350.0,Delivery,Banashankari,0
Chumma Delicious,1,0,3.7,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200.0,Delivery,Banashankari,0
New Prashanth Hotel,1,0,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari,0
Dwaraka Grand,1,0,3.9,128,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari,0
Gufha - The President Hotel,1,1,4.1,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari,1
Cafe Vivacity,1,0,3.8,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650.0,Delivery,Banashankari,0
Tanna's Kitchen,1,0,3.1,7,Kumaraswamy Layout,Quick Bites,,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari,0
Shree Mandarathi Grand,1,0,3.7,38,Uttarahalli,Casual Dining,,"South Indian, North Indian",400.0,Delivery,Banashankari,0
Mojo Pizza - 2X Toppings,1,0,4.2,179,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600.0,Delivery,Banashankari,0
Iceberg Icecreams,1,0,4.0,43,Basavanagudi,Dessert Parlor,,"Desserts, Ice Cream",250.0,Delivery,Banashankari,0
South Kitchen,1,0,4.3,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100.0,Delivery,Banashankari,1
Chung Wah,1,0,3.7,323,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850.0,Delivery,Banashankari,0
Shanthi Sagar,1,0,3.1,28,Uttarahalli,Casual Dining,,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,0
Millet Mama,1,0,3.9,18,Basavanagudi,Quick Bites,,"South Indian, Healthy Food",200.0,Delivery,Banashankari,0
Bangarpet Chat Express,1,0,3.3,6,Basavanagudi,Quick Bites,,"Street Food, Fast Food",100.0,Delivery,Banashankari,0
Prems Graama Bhojanam,1,0,4.3,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0,Delivery,Banashankari,1
Java City,1,0,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0,Delivery,Banashankari,0
Kamat Bugle Rock,1,0,3.9,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300.0,Delivery,Banashankari,0
Woodee Pizza,1,0,3.7,180,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari,0
Puliyogare Point,1,0,4.2,444,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100.0,Delivery,Banashankari,1
Bangalore Agarwal Bhavan,1,0,3.9,134,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400.0,Delivery,Banashankari,0
Rustic Stove,1,0,3.8,577,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari,0
Udupi Ruchi Grand,1,0,4.2,60,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,0
De Thaali,1,0,3.9,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550.0,Delivery,Banashankari,0
Spice Elephant,1,0,4.1,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800.0,Delivery,Banashankari,1
Just Thindi,1,0,3.6,16,Basavanagudi,Quick Bites,,South Indian,200.0,Delivery,Banashankari,0
Matru Sagar,1,0,3.6,84,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,0
Vasanth Vihar - Since 1965,1,0,3.6,95,Banashankari,Quick Bites,,"South Indian, Street Food",150.0,Delivery,Banashankari,0
Sea Spice by 7 Star,1,1,4.0,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari,1
Desi Dawat,1,0,3.7,248,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400.0,Delivery,Banashankari,0
Cafe Aira,1,0,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari,1
Penthouse Cafe,1,0,4.0,324,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700.0,Delivery,Banashankari,1
Mast Punjabi,1,0,2.6,231,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari,0
South Grand,1,0,3.4,102,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari,0
Catch-up-ino,1,0,3.9,133,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari,0
The Pizzeria,1,0,2.8,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800.0,Delivery,Banashankari,0
Cafe Zone,1,0,3.9,149,Kumaraswamy Layout,Quick Bites,,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari,0
Ruchis Point,1,0,3.8,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200.0,Delivery,Banashankari,0
Firangi Bake,1,0,4.0,53,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600.0,Delivery,Banashankari,0
The Royal Corner - Pai Viceroy,1,1,4.2,815,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900.0,Delivery,Banashankari,1
Hara Fine Dine,1,1,4.0,633,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800.0,Delivery,Banashankari,1
Chocoberry,1,0,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari,0
Dakshin Grand,1,0,3.0,82,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari,0
Sandwichwallas,1,0,3.7,35,Jayanagar,Quick Bites,,Fast Food,200.0,Delivery,Banashankari,0
Chai Mane,1,0,3.6,20,Basavanagudi,Quick Bites,,"Juices, Fast Food",150.0,Delivery,Banashankari,0
SLV Upachar,1,0,3.1,14,Kumaraswamy Layout,Quick Bites,,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari,0
Waffle-A-Go Go,1,0,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari,0
Cross Road Cafe,1,0,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari,0
Anand Donne Biriyani,1,0,3.6,45,Jayanagar,Quick Bites,,Biryani,200.0,Delivery,Banashankari,0
Seven Star,1,0,3.4,7,Banashankari,Quick Bites,,"North Indian, Chinese",250.0,Delivery,Banashankari,0
Stop 'N' Joy,1,0,3.8,28,Banashankari,Quick Bites,,Fast Food,150.0,Delivery,Banashankari,0
Sri Yaksha Shiv Sagar,1,0,3.6,24,Banashankari,Casual Dining,,"North Indian, Chinese",600.0,Delivery,Banashankari,0
Fudge,1,0,3.8,36,Basavanagudi,Dessert Parlor,,"Desserts, Momos",200.0,Delivery,Banashankari,0
Just Bunny,1,0,3.5,11,Jayanagar,Quick Bites,,Fast Food,200.0,Delivery,Banashankari,0
Bakers Town,1,0,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.0,Delivery,Banashankari,0
Shree Mahalakshmi Sweets,1,0,3.2,8,Banashankari,Sweet Shop,,"Mithai, Street Food",100.0,Delivery,Banashankari,0
Kaapi Kendra,1,0,3.7,14,Jayanagar,Quick Bites,,South Indian,100.0,Delivery,Banashankari,0
Ivy,1,0,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari,0
The Airos,1,0,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0,Delivery,Banashankari,0
Chai Kraft,1,0,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery,Banashankari,0
Kirthi's Biryani,1,0,3.8,144,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Delivery,Banashankari,0
South Point Pub,1,0,3.4,11,Basavanagudi,Bar,,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari,0
The Trundle,1,0,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari,0
The Krishna Grand Xpress,1,0,4.0,136,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350.0,Delivery,Banashankari,0
Sri Krishna Darshini,1,0,3.1,4,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari,0
Shringar Sweets & Snacks,1,0,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari,0
Udupi Grand,1,0,3.8,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,0
Ganesh Grand,1,0,3.7,30,Basavanagudi,Quick Bites,,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari,0
Shreyas Upahar & Burger Point,1,0,3.0,7,Basavanagudi,Quick Bites,,"South Indian, Burger",200.0,Delivery,Banashankari,0
Coffee Tindi,1,0,3.8,75,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",200.0,Delivery,Banashankari,0
Little Cafe,1,0,3.7,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600.0,Delivery,Banashankari,0
Mumbai Badam Milk & Lassi Center,1,0,3.6,23,Basavanagudi,Kiosk,,"Beverages, Desserts",100.0,Delivery,Banashankari,0
Sri Krishna Sagar,1,0,3.2,119,Banashankari,Casual Dining,,"North Indian, Chinese",400.0,Delivery,Banashankari,0
Mylari Biryani Family Restaurant,1,0,3.7,73,Banashankari,Quick Bites,,"Biryani, Fast Food",400.0,Delivery,Banashankari,0
